PCs %
PC1 0.7365948220435706
PC2 0.21927937874477121
PC3 0.023733967495339195
PC4 0.009049292036517586
PC5 0.0059686516633223555
PC6 0.0027620514336281865
PC7 0.001161285815280977
PC8 0.0007509867297049446
PC9 0.00032646871356434596
PC10 0.00013068736045104322
