PCs EigenValues
PC1 7.447628898979771
PC2 4.652688949334087
PC3 2.4893957063076426
PC4 0.8387551572235216
PC5 0.7372699148992203
PC6 0.5905417947501084
PC7 0.4705569261107334
PC8 0.3887757424624063
PC9 0.34127618759850925
PC10 0.2830195030098682
